sample_rep1,sample_rep2,approx_dry_weight_mg_rep1,approx_dry_weight_mg_rep2,species,site,age,individual_rep1,individual_rep2,tissue_complete,tissue_simple,tissue,parts_to_match,live_dead,rep2_replicate,no_sample,CN_analysis_date,Pmicro_analysis_date,Al,B,Ca,Cu,Fe,K,Mg ,Mn,Na,P,S,Zn,C,N,notes,with_bark_diam_mm,diameter_temp,without_bark_diam_mm,length_mm,segment,total_leaf_weight_mg,total_segment_weight_mg,total_segment_length_mm,plant_height_mm,height_of_leaf_cover_mm,diameter_leaf_cover_mm_WITH_BARK,,
MQ_340_wood_from_middle,,181.8,,GRSP,Waratah2011,2.4,GRSP_155,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,63.684,79.705,3419.771,4.241,13.884,3270.27,1048.289,151.714,397.199,210.138,1588.595,27.319,43.27,0.1265,,2.75;2.80,2.37,2.37;2.42,48,base 2,,,,,,,,
MQ_341_wood_from_tip,,135.8,,GRSP,Waratah2011,2.4,GRSP_15X,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,40.506,73.503,3915.925,12.238,38.245,2400.549,366.486,486.102,634.212,107.465,657.377,24.542,43.65,0.1223,,"1.20;1.23,1.25;1.19",0.92,".92;.96,.95;.90",,,,,,,,,,
MQ_342_shed_bark,MQ_1342_shed_bark,141.4,199.2,GRSP,Waratah2011,2.4,GRSP_15X,GRSP_15V,shed_bark,shed_bark,bark,bark,dead,rep_2,insufficient_sample_for_CN,2016_Oct,2016_March,147.299,41.852,5352.491,5.933,180.995,569.669,737.003,418.387,280.01,65.402,815.005,70.962,46.25,0.2929,,,,,,,,,,,,,,
MQ_343_shed_sapwood,MQ_1343_shed_sapwood,136.6,338.9,GRSP,Waratah2011,2.4,GRSP_15X,GRSP_15V,shed_sapwood,shed_sapwood,sapwood,sapwood,dead,rep_2,insufficient_sample_for_CN,2016_Oct,2016_March,23.266,52.614,1936.773,3.949,22.298,314.933,347.005,223.256,164.799,30.43,310.681,40.253,43.19,0.1412,,,1.16,"1.16;1.40,.89;.89,.84;.93",,,,,,,,,,
MQ_344_bark,,162.9,,GRSP,Basin2005,7,GRSP_00X,,bark,bark,bark,bark,live,,use,2016_March,2016_March,79.325,83.416,4332.181,3.575,54.869,1527.971,1136.174,190.211,328.39,79.221,886.392,42.408,49.51,0.219,,,,,,,,,,,,,,
MQ_345_wood_from_base,,466.6,,GRSP,Basin2005,7,GRSP_003,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,25.106,83.368,4415.413,3.197,17.91,1258.737,294.698,83.435,134.01,54.774,2700.818,19.824,44.21,0.1463,,6.88;6.66,5.23,5.23;5.21,22,base 1,,,,,,,,
MQ_346_wood_from_middle,,214.4,,GRSP,Basin2005,7,GRSP_003,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,37.566,103.453,4042.159,4.876,34.923,2412.974,883.685,230.181,258.084,120.011,2414.501,52.534,43.7,0.1187,,"4.06;3.94,3.57;3.69",3.32,"3.32;3.20,2.83;3.03",25,base 2,,,,,,,,
MQ_347_wood_from_tip,,268.9,,GRSP,Basin2005,7,GRSP_00X,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,14.776,51.482,2363.97,8.624,19.801,2760.627,391.568,32.587,345.366,108.307,471.616,17.263,43.29,0.1338,,"1.00;1.01,1.54;1.50,2.01;1.95",0.76,".76;.81,1.28;1.25,1.57;1.50","0,128,118",,,,,,,,,
MQ_348_shed_bark,,180.3,,GRSP,Basin2005,7,GRSP_00X,,shed_bark,shed_bark,bark,bark,dead,,use,2016_March,2016_March,101.549,73.71,5694.214,4.525,126.758,567.62,1010.489,148.119,516.73,53.106,968.463,41.044,49.25,0.2275,,,,,,,,,,,,,,
MQ_349_shed_sapwood,,194.2,,GRSP,Basin2005,7,GRSP_00X,,shed_sapwood,shed_sapwood,sapwood,sapwood,dead,,use,2016_March,2016_March,20.367,38.807,1624.924,2.279,8.817,221.75,352.578,66.529,207.176,14.303,212.741,27.259,43.11,0.1254,,,2.44,2.44;2.25,,,,,,,,,,
MQ_350_bark,,231.2,,GRSP,Waratah2003,9,GRSP_80X,,bark,bark,bark,bark,live,,use,2016_March,2016_March,72.153,42.934,2817.539,1.952,53.805,796.062,785.778,68.104,554.801,64.418,573.555,54.419,48.54,0.2365,,,,,,,,,,,,,,
MQ_351_shed_bark,,149.9,,GRSP,Waratah2003,9,GRSP_80X,,shed_bark,shed_bark,bark,bark,dead,,use,2016_March,2016_March,111.948,48.997,2740.295,4.412,161.976,551.59,802.496,68.049,255.542,59.92,784.493,33.212,50.12,0.2453,,,,,,,,,,,,,,
MQ_352_shed_sapwood,,282,,GRSP,Waratah2003,9,GRSP_80X,,shed_sapwood,shed_sapwood,sapwood,sapwood,dead,,use,2016_March,2016_March,33.64,44.472,1714.293,6.425,15.344,312.825,482.46,146.865,176.685,29.612,526.616,27.954,43.25,0.1143,,,3.00,3.00;2.93,,,,,,,,,,
MQ_353_wood_from_base,,327.5,,GRSP,Waratah2003,9,GRSP_803,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,15.853,41.137,1149.274,3.852,30.855,796.212,350.725,7.17,240.488,51.827,666.947,9.205,44.63,0.1502,,6.28;6.29,5.01,5.01;4.91,18,base 1,,,,,,,,
MQ_354_wood_from_middle,,281.2,,GRSP,Waratah2003,9,GRSP_803,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,90.171,78.998,1971.142,1.539,23.741,1292.672,622.577,40.943,419.981,70.209,1102.292,15.867,43.12,0.1321,,3.92;3.93,2.99,2.99;3.07,29,base 2,,,,,,,,
MQ_355_wood_from_tip,,182.4,,GRSP,Waratah2003,9,GRSP_80X,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,24.005,28.811,3644.284,9.281,24.8,1949.818,379.271,74.829,411.031,62.595,424.422,18.006,43.65,0.1434,,"1.67;1.69,1.26;1.26",1.44,"1.44;1.43,1.01;.93",,,,,,,,,,
MQ_356_bark,,204.6,,HATE,Wilunga2012,1.4,HATE_30X,,bark,bark,bark,bark,live,,use,2016_March,2016_March,83.199,41.34,13065.241,2.743,56.281,1988.817,2178.282,245.658,1573.451,215.663,4187.885,126.234,42.45,0.8034,,,,,,,,,,,,,,
MQ_357_wood_from_base,,122.6,,HATE,Wilunga2012,1.4,HATE_308,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,insufficient_sample_for_CN,,2016_March,100.78,44.038,2338.253,6.02,54.332,2353.961,1656.194,39.097,1771.59,204.174,1738.323,46.349,,,,2.44;2.56,2.03,2.03;2.09,35,1,,,,,,,,
MQ_358_wood_from_tip,MQ_1358_wood_from_tip,136.7,450.7,HATE,Wilunga2012,1.4,HATE_308,HATE_30T,wood_from_tip,wood_from_tip,sapwood,sapwood,live,rep_6,insufficient_sample_for_CN,2016_Oct,2016_March,326.292,29.942,3162.439,2.643,14.202,2625.483,1478.689,51.899,3224.544,174.435,1772.483,26.738,43.33,0.1803,,2.06;2.09,1.56,1.56;1.68,76,2,,,,,,,,
MQ_359_bark,,142,,HATE,Wilunga2012,1.4,HATE_311,,bark,bark,bark,bark,live,,use,2016_March,2016_March,233.729,35.197,3521.821,1.993,386.365,2371.261,1185.839,141.274,1256.774,129.468,1241.505,95.065,42.46,0.732,,,,,,,,,,,,,,x
MQ_360_wood_from_base,,176.1,,HATE,Wilunga2012,1.4,HATE_311,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,298.346,26.962,3904.229,12.238,13.366,2648.48,1638.181,57.912,1504.389,132.011,2447.562,38.467,43.18,0.583,,2.87;3.08,2.41,2.41;2.36,49,1,,,,,,,,
MQ_361_wood_from_tip,MQ_1361_wood_from_tip,127,391,HATE,Wilunga2012,1.4,HATE_311,HATE_30V,wood_from_tip,wood_from_tip,sapwood,sapwood,live,rep_5,insufficient_sample_for_CN,2016_Oct,2016_March,28.338,36.208,1772.656,4.755,6.289,2497.146,990.565,30.12,1575.825,87.467,1394.445,14.068,42.32,0.2297,,1.94;1.87,1.54,1.54;1.62,73,2,,,,,,,,
MQ_362_bark,MQ_1362_bark,104.5,263.8,HATE,Wilunga2012,1.4,HATE_312,HATE_30W,bark,bark,bark,bark,live,rep_4,insufficient_sample_for_CN,2016_Oct,2016_March,287.512,31.991,3782.227,3.395,123.703,2554.292,1857.425,58.024,2475.804,107.437,2010.258,65.779,42.62,0.3212,,,,,,,,,,,,,,x
MQ_363_wood_from_base,,149.3,,HATE,Wilunga2012,1.4,HATE_312,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,1097.918,33.532,5244.349,10.8,8.338,4558.793,3876.979,72.517,3072.57,152.629,5404.877,37.278,43.53,0.6422,,2.81;2.72,2.33,2.33;2.36,35,1,,,,,,,,
MQ_364_wood_from_tip,MQ_1364_wood_from_tip,107.7,414.4,HATE,Wilunga2012,1.4,HATE_312,HATE_30W,wood_from_tip,wood_from_tip,sapwood,sapwood,live,rep_4,insufficient_sample_for_CN,2016_Oct,2016_March,298.446,177.882,3549.654,6.906,12.266,2570.238,2134.064,81.842,2629.543,87.377,3031.569,30.148,42.43,0.1297,,1.97;1.92,1.58,1.58;1.70,53,2&3,,,,,,,,
MQ_365_bark,,208.9,,HATE,Waratah2011,2.4,HATE_15A,,bark,bark,bark,bark,live,,use,2016_March,2016_March,59.234,37.124,4462.323,2.02,26.646,3291.253,2599.644,86.84,1957.515,168.509,1583.717,19.816,43.21,0.4133,,,,,,,,,,,,,,
MQ_366_wood_from_base,,891.5,,HATE,Waratah2011,2.4,HATE_153,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,11.157,15.298,913.02,2.148,9.739,1109.897,758.349,9.993,792.369,41.159,605.549,10.317,43.06,0.3052,,8.40;8.22,7.19,7.19;7.13,26,base 1,,,,,,,,
MQ_367_wood_from_middle,,483.5,,HATE,Waratah2011,2.4,HATE_153,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,17.073,24.582,2243.021,1.079,12.41,1004.914,577.478,35.34,1173.875,29.829,1015.695,7.564,43.34,0.2489,,5.49;5.31,4.84,4.84;4.94,34,base 2,,,,,,,,
MQ_368_wood_from_tip,,133.5,,HATE,Waratah2011,2.4,HATE_153,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,120.255,41.302,5224.105,7.207,9.608,2652.826,3481.23,44.982,1914.675,173.305,2642.829,6.968,42.76,0.2292,,1.89;1.77,1.62,1.62;1.55,74,tip 3,,,,,,,,
MQ_369_bark,MQ_1369_bark,104.4,291.8,HATE,Waratah2011,2.4,HATE_156,HATE_15W,bark,bark,bark,bark,live,rep_4,insufficient_sample_for_CN,2016_Oct,2016_March,104.536,56.706,4145.679,3.993,51.779,1877.133,1799.16,60.088,1678.681,63.067,1945.429,51.147,42.63,0.5562,,,,,,,,,,,,,,x
MQ_370_wood_from_base,,218,,HATE,Waratah2011,2.4,HATE_156,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,55.608,18.206,1522.322,6.398,6.485,1714.029,2326.397,5.587,1170.159,84.839,1955.482,24.747,43.37,0.3132,,3.48;3.58,2.76,2.76;3.02,36,base 1,,,,,,,,
MQ_371_wood_from_middle,,134.3,,HATE,Waratah2011,2.4,HATE_156,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,27.178,32.503,1033.366,2.082,6.534,1183.237,804.285,16.496,941.414,34.806,478.047,7.022,43.84,0.2514,,2.33;2.37,2.09,2.09;1.92,52,base 2,,,,,,,,
MQ_372_wood_from_tip,,180.2,,HATE,Waratah2011,2.4,HATE_15A,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,4.418,15.807,3536.004,4.51,10.512,1042.192,927.365,2.709,367.506,78.515,2425.272,10.254,43.21,0.2113,,2.17;2.08,1.75,1.75;1.65,64,,,,,,,,,x
MQ_373_bark,MQ_1373_bark,106.7,337.3,HATE,Waratah2011,2.4,HATE_157,HATE_00W,bark,bark,bark,bark,live,rep_4,insufficient_sample_for_CN,2016_Oct,2016_March,118.29,93.042,3565.872,2.645,79.856,2441.34,1667.657,62.58,2782.612,118.061,1638.756,61.045,44.03,0.3457,,,,,,,,,,,,,,x
MQ_374_wood_from_base,,284.5,,HATE,Waratah2011,2.4,HATE_157,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,116.966,33.946,1988.66,2.873,14.198,2014.588,1363.323,19.664,2586.766,115.675,1597.852,18.83,43.53,0.3008,,5.02;3.71,4.39,4.39;3.06,30,base 1,,,,,,,,
MQ_375_wood_from_middle,,167.1,,HATE,Waratah2011,2.4,HATE_157,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,98.835,16.718,2186.571,2.154,5.257,3342.408,1763.052,38.344,3457.667,121.188,2141.519,10.686,43.2,0.2273,,2.35;2.42,2.08,2.08;2.23,57,base 2,,,,,,,,
MQ_376_wood_from_tip,MQ_1376_wood_from_tip,119.9,330.8,HATE,Waratah2011,2.4,HATE_157,HATE_15W,wood_from_tip,wood_from_tip,sapwood,sapwood,live,rep_4,insufficient_sample_for_CN,2016_Oct,2016_March,20.604,31.201,1872.331,2.446,8.172,2189.511,1948.852,10.042,3999.693,145.164,1403.28,4.703,42.81,0.5569,,1.68;1.78,1.41,1.41;1.44,95,base 3,,,,,,,,x
MQ_377_bark,,203.6,,HATE,Basin2005,7,HATE_003,,bark,bark,bark,bark,live,,use,2016_March,2016_March,87.258,34.874,3212.704,49.551,52.393,1457.976,2156.959,63.823,1414.505,115.387,1810.415,71.173,45.01,0.497,,,,,,,,,,,,,"IF NUMBER strange, slight chance it is GRBU bark",
MQ_378_shed_bark,,159,,HATE,Basin2005,7,HATE_00X,,shed_bark,shed_bark,bark,bark,dead,,use,2016_March,2016_March,43.969,35.844,3934.77,1.392,25.331,379.957,1065.77,34.914,348.732,12.093,1200.76,77.024,44.83,0.4637,,,,,,,,,,,,,,
MQ_379_shed_sapwood,,227.2,,HATE,Basin2005,7,HATE_00X,,shed_sapwood,shed_sapwood,sapwood,sapwood,dead,,use,2016_March,2016_March,3.556,17.433,1997.254,0.157,3.819,125.763,739.034,15.893,132.902,5.067,1198.283,23.26,43.11,0.2532,,,2.83,2.83;3.10,44,,,,,,,,,
MQ_380_wood_from_base,,1339.6,,HATE,Basin2005,7,HATE_003,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,47.098,30.328,667.043,4.725,38.656,866.922,363.002,6.206,679.581,15.06,549.673,7.818,43.66,0.1584,,9.03;9.35,7.81,7.81;8.16,31,base 1,,,,,,,,
MQ_381_wood_from_middle,,576,,HATE,Basin2005,7,HATE_003,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,26.653,57.669,3790.324,1.408,12.372,2374.77,927.821,42.219,1728.209,40.755,3850.52,21.224,42.8,0.239,,5.83;6.01,5.02,5.02;5.28,40,base 2,,,,,,,,
MQ_382_wood_from_tip,MQ_1382_wood_from_tip,113.5,397.3,HATE,Basin2005,7,HATE_003,HATE_00V,wood_from_tip,wood_from_tip,sapwood,sapwood,live,rep_4,insufficient_sample_for_CN,2016_Oct,2016_March,35.345,68.205,704.978,0.201,16.271,1204.141,494.571,11.607,1718.568,23.173,310.534,6.133,42.79,0.1212,,1.65;1.45,1.48,1.48;1.32,82,,,,,,,,,
MQ_383_shed_bark,,150.4,,HATE,Basin2005,7,HATE_00Y,,shed_bark,shed_bark,bark,bark,dead,,use,2016_March,2016_March,55.156,26.039,3895.946,2.19,32.28,322.94,1305.741,49.648,276.956,16.799,1274.652,95.312,44.42,0.4424,,,,,,,,,,,,,,x
MQ_384_shed_sapwood,,195,,HATE,Basin2005,7,HATE_00Y,,shed_sapwood,shed_sapwood,sapwood,sapwood,dead,,use,2016_March,2016_March,32.255,42.322,976.12,1.242,7.498,546.532,558.219,15.183,217.076,6.039,470.859,24.007,43.3,0.2334,,,2.11,2.11;2.16,75,,,,,,,,,x
MQ_385_bark,,221.2,,HATE,Basin2005,7,HATE_005,,bark,bark,bark,bark,live,,use,2016_March,2016_March,28.418,22.621,3964.112,4.398,21.002,1721.712,1665.61,108.777,2230.663,64.746,1848.739,51.393,45.14,0.5123,,,,,,,,,,,,,,x
MQ_386_wood_from_base,,1256.8,,HATE,Basin2005,7,HATE_005,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,21.824,19.78,621.584,2.696,25.655,870.208,823.778,12.349,1702.631,31.474,490.554,6.507,43.22,0.1326,,11.78;10.47,9.61,9.61;9.40,20,base 1,,,,,,,,
MQ_387_wood_from_middle,,820.9,,HATE,Basin2005,7,HATE_005,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,20.91,11.464,2209.487,5.168,11.64,2101.889,1650.421,64.673,2723.833,70.369,1876.504,18.055,42.24,0.2273,,7.86;7.38,6.75,6.75;7.11,24,base 2,,,,,,,,
MQ_388_wood_from_tip,MQ_1388_wood_from_tip,104.8,436.6,HATE,Basin2005,7,HATE_005,HATE_00T,wood_from_tip,wood_from_tip,sapwood,sapwood,live,rep_5,insufficient_sample_for_CN,2016_Oct,2016_March,33.023,28.022,883.317,0.716,8.845,1517.187,676.765,30.71,1521.976,44.269,714.969,6.227,43.25,0.167,,"1.40;1.47,1.70;1.75",1.23,"1.23;1.17,1.34;1.22","70,90",,,,,,,,,
MQ_389_bark,,158.7,,HATE,Basin2005,7,HATE_006,,bark,bark,bark,bark,live,,use,2016_March,2016_March,100.84,49.921,5036.575,1.752,70.74,2434.833,1338.942,155.919,2330.6,69.573,1302.645,26.788,45.52,0.4929,,,,,,,,,,,,,,x
MQ_390_wood_from_base,,1813.8,,HATE,Basin2005,7,HATE_006,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,40.08,13.784,559.15,1.151,33.526,1410.879,638.978,9.682,731.011,14.237,191.255,3.556,43.47,0.1229,,12.27;11.55,10.5,10.5;11.06,25,base 1,,,,,,,,
MQ_391_wood_from_middle,,445.1,,HATE,Basin2005,7,HATE_006,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,91.05,20.624,2998.657,1.185,9.549,2286.968,1193.061,89.122,2404.625,69.086,688.531,14.205,42.45,0.2148,,5.36;5.52,4.61,4.61;4.79,30,base 3,,,,,,,,
MQ_392_wood_from_tip,,130.7,,HATE,Basin2005,7,HATE_006,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,15.352,34.415,1515.131,0.429,12.208,1447.227,735.815,34.965,1954.31,49.144,332.359,5.983,42.66,0.2156,,2.03;2.02,1.62,1.62;1.67,80,base 5,,,,,,,,
MQ_393_shed_bark,,130.4,,HATE,Waratah2003,9,HATE_80X,,shed_bark,shed_bark,bark,bark,dead,,use,2016_March,2016_March,103.951,60.554,3672.99,1.857,68.405,960.92,1626.685,189.696,496.277,53.999,1166.446,121.543,44.11,0.4293,,,,,,,,,,,,,,
MQ_394_shed_sapwood,,188.1,,HATE,Waratah2003,9,HATE_80X,,shed_sapwood,shed_sapwood,sapwood,sapwood,dead,,use,2016_March,2016_March,9.631,13.233,3665.221,1.767,5.418,528.318,685.281,49.82,266.441,15.963,2465.578,31.421,43.22,0.2422,,,2.50,2.50;2.50;2.65,,,,,,,,,,
MQ_395_bark,,586.3,,HATE,Waratah2003,9,HATE_803,,bark,bark,bark,bark,live,,use,2016_March,2016_March,40.593,26.873,4116.203,2.348,28.539,1362.948,1128.812,21.501,898.668,42.99,1343.052,49.19,44.2,0.4612,,,,,,,,,,,,,,
MQ_396_wood_from_base,,1568.9,,HATE,Waratah2003,9,HATE_803,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,19.068,13.896,847.153,3.995,19.407,882.754,684.227,6.2,683.625,21.736,482.273,10.189,43.48,0.0864,,11.67;12.78,10.2,10.27;10.71,22,base 1,,,,,,,,
MQ_397_wood_from_middle,,456.7,,HATE,Waratah2003,9,HATE_803,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,148.779,15.802,5971.637,7.9,19.248,2189.318,2801.327,96.786,1952.595,93.028,3277.723,35.398,41.64,0.2083,,6.88;7.03,5.75,5.75;6.06,20,base 2,,,,,,,,
MQ_398_wood_from_tip,,282.5,,HATE,Waratah2003,9,HATE_80X,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,18.008,26.517,1826.588,6.017,19.248,2323.698,925.492,3.293,935.001,119.645,1475.221,8.04,42.5,0.3442,,1.48;1.37;1.29;1.28;1.36;1.28,1.18,"1.18;1.07,.99;.98,1.06;.98",,,,,,,,,inferring without bark diameter from other stems from site,
MQ_399_bark,,540.1,,HATE,Waratah2003,9,HATE_804,,bark,bark,bark,bark,live,,use,2016_March,2016_March,134.536,24.004,4314.416,2.277,93.46,1667.345,988.797,30.018,1068.036,67.089,1742.756,49.554,44.43,0.4736,,,,,,,,,,,,,,x
MQ_400_shed_bark,MQ_1400_shed_bark,116.6,222.2,HATE,Waratah2003,9,HATE_804,HATE_80S,shed_bark,shed_bark,bark,bark,dead,rep_4,insufficient_sample_for_CN,2016_Oct,2016_March,78.196,28.286,5207.681,2.046,197.872,513.689,1578.458,93.906,377.654,21.406,1393.932,61.649,47.72,0.3119,,,,,,,,,,,,,,x
MQ_401_shed_sapwood,MQ_1401_shed_sapwood,128.4,374,HATE,Waratah2003,9,HATE_804,HATE_80S,shed_sapwood,shed_sapwood,sapwood,sapwood,dead,rep_4,insufficient_sample_for_CN,2016_Oct,2016_March,155.155,51.791,3344.506,2.46,15.587,245.618,1007.08,29.729,214.031,4.029,2264.216,55.547,43.94,0.1586,,,1.81,1.81;1.82,,,,,,,,,,x
MQ_402_wood_from_base,,1325.6,,HATE,Waratah2003,9,HATE_804,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,62.998,12.365,833.388,5.77,43.834,1050.608,446.719,6.951,656.776,21.706,326.631,14.106,43.25,0.0928,,14.88;15.43,13.1,13.16;12.54,12,1,,,,,,,,
MQ_403_wood_from_middle,,482.4,,HATE,Waratah2003,9,HATE_804,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,122.098,21.855,2522.449,3.247,17.327,1122.514,814.653,20.897,2451.355,32.843,1906.161,14.014,42.04,0.2132,,6.10;6.13,5.08,5.08;5.28,30,3,,,,,,,,
MQ_404_wood_from_tip,,142.7,,HATE,Waratah2003,9,HATE_804,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,68.755,33.371,3603.806,5.327,13.665,2406.91,2419.477,46.615,2575.987,176.549,3301.749,10.501,42.26,0.3264,,2.10;1.94,1.71,1.71;1.64,85,1.1.2.1,,,,,,,,
MQ_405_bark,,1215.9,,HATE,Waratah2003,9,HATE_807,,bark,bark,bark,bark,live,,use,2016_March,2016_March,19.833,24.884,2850.747,0.711,12.723,1033.308,771.422,14.651,666.137,25.112,876.076,57.529,44.52,0.4628,,,,,,,,,,,,,,x
MQ_406_shed_bark,MQ_1406_shed_bark,128.6,231.4,HATE,Waratah2003,9,HATE_807,HATE_80R,shed_bark,shed_bark,bark,bark,dead,rep_5,insufficient_sample_for_CN,2016_Oct,2016_March,146.408,66.41,5211.172,3.916,36.525,376.725,1507.491,67.951,273.734,61.693,1206.271,64.51,46.12,0.2354,,,,,,,,,,,,,,x
MQ_407_shed_sapwood,MQ_1407_shed_sapwood,119.7,306.7,HATE,Waratah2003,9,HATE_807,HATE_80R,shed_sapwood,shed_sapwood,sapwood,sapwood,dead,rep_5,insufficient_sample_for_CN,2016_Oct,2016_March,22.048,19.367,2666.926,1.17,7.795,174.599,1031.704,24.305,145.086,7.106,1149.516,31.115,46.53,0.2008,,,1.83,1.83;1.74,,,,,,,,,,x
MQ_408_wood_from_base,,810.6,,HATE,Waratah2003,9,HATE_807,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,9.049,28.896,402.571,2.21,13.662,709.475,367.502,3.261,456.581,3.942,208.68,6.513,43.24,0.1282,,17.28;17.45,15.7,15.70;15.64,5,base 1,,,,,,,,
MQ_409_wood_from_middle,,508,,HATE,Waratah2003,9,HATE_807,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,41.32,38.481,2256.597,5.224,12.505,1842.732,1653.457,14.891,1685.875,59.181,1744.613,17.63,41.65,0.2848,,8.71;9.71,7.52,7.52;8.54,10,base 3,,,,,,,,
MQ_410_wood_from_tip,MQ_1410_wood_from_tip,121,390.1,HATE,Waratah2003,9,HATE_807,HATE_80W,wood_from_tip,wood_from_tip,sapwood,sapwood,live,rep_4,insufficient_sample_for_CN,2016_Oct,2016_March,25.125,17.223,2369.981,2.013,7.973,2001.974,1316.573,44.52,2213.909,75.523,1688.705,17.89,42.87,0.1236,,1.74;1.68,1.45,1.45;1.50,140,tip from 4,,,,,,,,
MQ_411_bark,,403.6,,HATE,Basin1981,32,HATE_90X,,bark,bark,bark,bark,live,,use,2016_March,2016_March,48.358,46.69,1519.197,2.217,19.851,2286.857,2570.276,38.725,1883.841,53.501,1718.666,40.913,44.01,0.2261,,,,,,,,,,,,,,
MQ_412_shed_bark,,179.7,,HATE,Basin1981,32,HATE_90X,,shed_bark,shed_bark,bark,bark,dead,,use,2016_March,2016_March,80.206,75.5,2494.121,2.422,41.862,787.415,2008.933,23.507,1441.629,34.452,1330.046,63.398,43.87,0.2635,,,,,,,,,,,,,,
MQ_413_shed_sapwood,,180,,HATE,Basin1981,32,HATE_90X,,shed_sapwood,shed_sapwood,sapwood,sapwood,dead,,use,2016_March,2016_March,6.499,18.437,798.712,2.3,2.615,282.932,1491.014,7.149,744.979,2.393,819.403,29.271,42.24,0.1353,,,3.73,3.73;3.79,20,,,,,,,,,
MQ_414_wood_from_base,,5761.6,,HATE,Basin1981,32,HATE_901,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,3.721,19.998,215.209,4.121,13.07,323.906,629.409,1.944,235.006,10.478,329.122,2.241,43.76,0.0686,,31.05;31.75,27.0,27.01;26.95,12,1,,,,,,,,
MQ_415_wood_from_middle,,1220.5,,HATE,Basin1981,32,HATE_901,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,17.102,14.049,952.561,7.908,2.215,2094.91,2761.775,11.475,2826.6,76.333,3280.677,6.561,42.63,0.0163,,14.15;13.61,12.9,12.97;12.58,10,3,,,,,,,,
MQ_416_wood_from_tip,MQ_1416_wood_from_tip,112.7,357.5,HATE,Basin1981,32,HATE_901,HATE_90T,wood_from_tip,wood_from_tip,sapwood,sapwood,live,rep_4,insufficient_sample_for_CN,2016_Oct,2016_March,134.745,54.877,1291.723,9.21,15.162,3404.542,5884.685,41.184,3121.548,194.257,3154.996,9.281,42.87,0.0996,,1.65;1.55,1.36,1.36;1.28,101,tip 5,,,,,,,,
